,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
2771,KS,BARTON,GREAT BEND,GREAT BEND REGIONAL HOSPITAL,"514 CLEVELAND STREET
GREAT BEND, KS
(38.3562, -98.791619)",3,455,40,293,26775,1094.3,770.2,0.01
2772,KS,CHEROKEE,GALENA,PREMIER SURGICAL INSTITUTE,"1619 K 66
GALENA, KS
(37.076624, -94.621802)",5,407,60,247,20246,1219.99,915.9,0.01
2773,KS,SMITH,SMITH CENTER,SMITH COUNTY MEMORIAL HOSPITAL,"614 SOUTH MAIN STREET
SMITH CENTER, KS
(39.771659, -98.785715)",4,133,54,70,3632,1927.31,851.47,0.0
2774,KS,BROWN,HIAWATHA,HIAWATHA COMMUNITY HOSPITAL,"300 UTAH STREET
HIAWATHA, KS
(39.851819, -95.531157)",4,102,26,118,9684,1218.5,820.89,0.0
2775,KS,THOMAS,COLBY,CITIZENS MEDICAL CENTER,"100 E COLLEGE DRIVE
COLBY, KS
(39.379755, -101.045049)",4,118,28,69,7892,874.3,624.25,0.0
2776,KS,REPUBLIC,BELLEVILLE,REPUBLIC COUNTY HOSPITAL,"2420 G STREET
BELLEVILLE, KS
(39.818087, -97.636926)",3,119,34,81,4699,1723.77,772.12,0.0
2777,KS,CLAY,CLAY CENTER,CLAY COUNTY MEDICAL CENTER,"617 LIBERTY
CLAY CENTER, KS
(39.391681, -97.124196)",3,171,41,102,8143,1252.61,726.81,0.0
2778,KY,MUHLENBERG,GREENVILLE,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,"440 HOPKINSVILLE STREET
GREENVILLE, KY
(37.196925, -87.189639)",4,161,22,364,31028,1173.13,902.26,0.01
2779,KY,CAMPBELL,FORT THOMAS,ST ELIZABETH FT THOMAS,"85 NORTH GRAND AVENUE
FORT THOMAS, KY
(39.078281, -84.464654)",3,1231,30,909,92211,985.78,873.75,0.03
2780,KY,LETCHER,WHITESBURG,WHITESBURG ARH HOSPITAL,"240 HOSPITAL ROAD
WHITESBURG, KY
(37.11182, -82.813612)",4,353,25,354,22773,1554.47,1253.67,0.01
2781,KS,LYON,EMPORIA,NEWMAN REGIONAL HEALTH,"1201 WEST 12TH AVENUE
EMPORIA, KS
(38.412305, -96.195024)",4,373,28,252,33510,752.01,646.87,0.01
2782,KY,FLOYD,PRESTONSBURG,HIGHLANDS REGIONAL MEDICAL CENTER,"5000 KENTUCKY ROUTE 321
PRESTONSBURG, KY
(37.71054, -82.77025)",2,291,25,556,37110,1498.25,1246.03,0.02
2783,KY,FLOYD,MARTIN,SAINT JOSEPH MARTIN,"11203 MAIN STREET
MARTIN, KY
(37.579105, -82.750351)",5,171,25,556,37110,1498.25,1246.03,0.02
2784,KS,MITCHELL,BELOIT,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,"400 W 8TH STREET, P O BOX 399
BELOIT, KS
(39.466499, -98.114235)",4,267,40,67,6243,1073.2,546.1,0.0
2785,KY,MASON,MAYSVILLE,MEADOWVIEW REGIONAL MEDICAL CENTER,"989 MEDICAL PARK DRIVE
MAYSVILLE, KY
(38.639572, -83.808804)",4,400,33,230,17190,1337.99,1090.46,0.01
2786,KY,BARREN,GLASGOW,T J SAMSON COMMUNITY HOSPITAL,"1301 NORTH RACE STREET
GLASGOW, KY
(37.011566, -85.903862)",3,411,17,511,43993,1161.55,902.62,0.02
2787,KY,WARREN,BOWLING GREEN,THE MEDICAL CENTER AT BOWLING GREEN,"250 PARK STREET
BOWLING GREEN, KY
(36.996366, -86.430232)",2,483,18,1015,125532,808.56,844.59,0.04
2788,KY,WARREN,BOWLING GREEN,TRISTAR GREENVIEW REGIONAL HOSPITAL,"1801 ASHLEY CIRCLE
BOWLING GREEN, KY
(36.965672, -86.435599)",3,934,27,1015,125532,808.56,844.59,0.04
2789,KY,BOYD,ASHLAND,OUR LADY OF BELLEFONTE HOSPITAL,"1000 SAINT CHRISTOPHER DRIVE
ASHLAND, KY
(38.507785, -82.694943)",4,795,25,656,48132,1362.92,1012.27,0.02
2790,KY,BOYD,ASHLAND,KING'S DAUGHTERS' MEDICAL CENTER,"2201 LEXINGTON AVENUE
ASHLAND, KY
(38.470401, -82.635916)",3,343,17,656,48132,1362.92,1012.27,0.02
2791,KY,NELSON,BARDSTOWN,FLAGET MEMORIAL HOSPITAL,"4305 NEW SHEPHERDSVILLE ROAD
BARDSTOWN, KY
(37.863995, -85.52376)",4,380,30,442,45559,970.17,932.64,0.02
2792,KY,ROWAN,MOREHEAD,ST CLAIRE REGIONAL MEDICAL CENTER,"222 MEDICAL CIRCLE
MOREHEAD, KY
(38.180016, -83.442454)",3,427,20,244,24451,997.91,1011.13,0.01
2793,KY,BELL,MIDDLESBORO,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,"3600 WEST CUMBERLAND AVENUE
MIDDLESBORO, KY
(36.605199, -83.740056)",3,164,26,402,27117,1482.46,1170.3,0.01
2794,KY,MARION,LEBANON,SPRING VIEW HOSPITAL,"320 LORETTO ROAD
LEBANON, KY
(37.570325, -85.259397)",4,193,26,222,19205,1155.95,950.55,0.01
2795,KY,CALLOWAY,MURRAY,MURRAY-CALLOWAY COUNTY HOSPITAL,"803 POPLAR STREET
MURRAY, KY
(36.60866, -88.309498)",3,527,23,380,38437,988.63,844.62,0.01
2796,KY,HARDIN,ELIZABETHTOWN,HARDIN MEMORIAL HOSPITAL,"913 NORTH DIXIE AVENUE
ELIZABETHTOWN, KY
(37.709917, -85.875048)",3,638,26,906,107316,844.24,817.2,0.03
2797,KY,KENTON,EDGEWOOD,ST ELIZABETH MEDICAL CENTER NORTH,"1 MEDICAL VILLAGE DRIVE
EDGEWOOD, KY
(39.014971, -84.559874)",4,3749,33,1506,164945,913.03,868.55,0.05
2798,KY,LAUREL,LONDON,SAINT JOSEPH LONDON,"1001 SAINT JOSEPH LANE
LONDON, KY
(37.118553, -84.106349)",3,1079,26,660,60250,1095.44,959.3,0.02
2799,KY,PERRY,HAZARD,HAZARD ARH REGIONAL MEDICAL CENTER,"100 MEDICAL CENTER DRIVE
HAZARD, KY
(37.279027, -83.227413)",3,724,24,460,27343,1682.33,1410.46,0.02
2800,KY,DAVIESS,OWENSBORO,OWENSBORO HEALTH REGIONAL HOSPITAL,"1201 PLEASANT VALLEY ROAD
OWENSBORO, KY
(37.777296, -87.069958)",4,1608,35,1096,99674,1099.58,879.56,0.04
2801,KY,SHELBY,SHELBYVILLE,JEWISH HOSPITAL - SHELBYVILLE,"727 HOSPITAL DRIVE
SHELBYVILLE, KY
(38.208808, -85.236145)",3,205,25,405,46408,872.69,843.41,0.01
2802,KY,PIKE,SOUTH WILLIAMSON,TUG VALLEY ARH REGIONAL MEDICAL CENTER,"260 HOSPITAL DRIVE
SOUTH WILLIAMSON, KY
(37.676373, -82.296581)",3,194,19,814,60555,1344.23,1078.86,0.03
2803,KY,PIKE,PIKEVILLE,PIKEVILLE MEDICAL CENTER,"911 BYPASS ROAD
PIKEVILLE, KY
(37.47251, -82.52395)",3,1942,26,814,60555,1344.23,1078.86,0.03
2804,KY,GRAYSON,LEITCHFIELD,TWIN LAKES REGIONAL MEDICAL CENTER,"910 WALLACE AVENUE
LEITCHFIELD, KY
(37.471947, -86.287038)",3,293,20,341,26184,1302.32,1078.02,0.01
2805,KY,HARRISON,CYNTHIANA,HARRISON MEMORIAL HOSPITAL,"1210 KY HWY 36 E
CYNTHIANA, KY
(38.384822, -84.276797)",4,254,26,220,18646,1179.88,981.88,0.01
2806,KY,JEFFERSON,LOUISVILLE,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,"200 ABRAHAM FLEXNER WAY
LOUISVILLE, KY
(38.249328, -85.751137)",3,3314,26,8149,765352,1064.74,905.46,0.3
2807,KY,JEFFERSON,LOUISVILLE,BAPTIST HEALTH LOUISVILLE,"4000 KRESGE WAY
LOUISVILLE, KY
(38.239235, -85.639048)",4,2532,31,8149,765352,1064.74,905.46,0.3
2808,KY,JEFFERSON,LOUISVILLE,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,"200 EAST CHESTNUT STREET
LOUISVILLE, KY
(38.248213, -85.751133)",3,4397,24,8149,765352,1064.74,905.46,0.3
2809,KY,JEFFERSON,LOUISVILLE,UNIVERSITY OF LOUISVILLE HOSPITAL,"530 SOUTH JACKSON STREET
LOUISVILLE, KY
(38.248446, -85.745071)",3,1824,22,8149,765352,1064.74,905.46,0.3
2810,KY,CLAY,MANCHESTER,MEMORIAL HOSPITAL,"210 MARIE LANGDON DRIVE
MANCHESTER, KY
(37.162154, -83.761356)",4,150,11,297,20766,1430.22,1324.8,0.01
2811,KY,BOYLE,DANVILLE,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,"217 SOUTH THIRD STREET
DANVILLE, KY
(37.643818, -84.772638)",3,545,25,341,30018,1135.99,865.4,0.01
2812,KY,HENDERSON,HENDERSON,METHODIST HOSPITAL,"1305 N ELM ST
HENDERSON, KY
(37.853858, -87.581257)",3,328,14,520,46253,1124.25,913.61,0.02
2813,KY,MONTGOMERY,MOUNT STERLING,SAINT JOSEPH MOUNT STERLING,"225 FALCON DRIVE
MOUNT STERLING, KY
(38.07591, -83.94692)",3,187,22,331,27771,1191.89,1041.38,0.01
2814,KY,CHRISTIAN,HOPKINSVILLE,JENNIE STUART MEDICAL CENTER,"320 WEST 18TH STREET
HOPKINSVILLE, KY
(36.860443, -87.495668)",4,766,23,601,72351,830.67,899.15,0.02
2815,KY,LOGAN,RUSSELLVILLE,LOGAN MEMORIAL HOSPITAL,"1625 NASHVILLE STREET
RUSSELLVILLE, KY
(36.815437, -86.882593)",4,220,38,289,26593,1086.75,843.9,0.01
2816,KY,MADISON,RICHMOND,BAPTIST HEALTH RICHMOND,"801 EASTERN BYPASS
RICHMOND, KY
(37.73176, -84.293078)",4,410,21,753,89547,840.9,856.67,0.03
2817,KY,MADISON,BEREA,SAINT JOSEPH BEREA,"305 ESTILL STREET
BEREA, KY
(37.574789, -84.286044)",4,213,31,753,89547,840.9,856.67,0.03
2818,KY,BOONE,FLORENCE,ST ELIZABETH FLORENCE,"4900 HOUSTON ROAD
FLORENCE, KY
(39.017615, -84.63279)",4,1264,31,871,128536,677.63,757.13,0.03
2819,KY,BOURBON,PARIS,BOURBON COMMUNITY HOSPITAL,"9 LINVILLE DRIVE
PARIS, KY
(38.220655, -84.238896)",4,116,28,235,20030,1173.24,901.01,0.01
2820,KY,FLEMING,FLEMINGSBURG,FLEMING COUNTY HOSPITAL,"55 FOUNDATION DRIVE
FLEMINGSBURG, KY
(38.421539, -83.753094)",3,194,38,179,14507,1233.89,1068.71,0.01
2821,KY,HARLAN,HARLAN,HARLAN ARH HOSPITAL,"81 BALL PARK ROAD
HARLAN, KY
(36.810183, -83.313105)",2,359,23,412,27168,1516.49,1166.51,0.02
2822,KY,JOHNSON,PAINTSVILLE,PAUL B HALL REGIONAL MEDICAL CENTER,"625 JAMES S TRIMBLE BOULEVARD
PAINTSVILLE, KY
(37.815015, -82.812803)",3,278,28,306,22978,1331.71,1083.96,0.01
2823,KY,ROCKCASTLE,MOUNT VERNON,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,"145 NEWCOMB AVENUE
MOUNT VERNON, KY
(37.358006, -84.337001)",5,113,21,188,16850,1115.73,948.32,0.01
2824,KY,CLINTON,ALBANY,THE MEDICAL CENTER AT ALBANY,"723 BURKESVILLE ROAD
ALBANY, KY
(36.698335, -85.146554)",4,138,29,121,10177,1188.96,961.71,0.0
2825,KY,TAYLOR,CAMPBELLSVILLE,TAYLOR REGIONAL HOSPITAL,"1700 OLD LEBANON ROAD
CAMPBELLSVILLE, KY
(37.366216, -85.339179)",3,424,25,286,25397,1126.12,894.33,0.01
2826,KY,FRANKLIN,FRANKFORT,FRANKFORT REGIONAL MEDICAL CENTER,"299 KINGS DAUGHTERS DRIVE
FRANKFORT, KY
(38.159774, -84.905753)",3,964,25,585,50560,1157.04,932.89,0.02
2827,KY,HOPKINS,MADISONVILLE,BAPTIST HEALTH MADISONVILLE,"900 HOSPITAL DRIVE
MADISONVILLE, KY
(37.339177, -87.493845)",3,665,18,649,45904,1413.82,1110.08,0.02
2828,KY,LAWRENCE,LOUISA,THREE RIVERS MEDICAL CENTER,"2485 HIGHWAY 644
LOUISA, KY
(38.0933, -82.60474)",4,339,30,210,15863,1323.84,1153.71,0.01
2829,KY,MCCRACKEN,PADUCAH,BAPTIST HEALTH PADUCAH,"2501 KENTUCKY AVENUE
PADUCAH, KY
(37.073255, -88.628215)",4,1529,26,833,65162,1278.35,904.71,0.03
2830,KY,MCCRACKEN,PADUCAH,LOURDES HOSPITAL,"1530 LONE OAK ROAD
PADUCAH, KY
(37.052989, -88.647857)",3,496,29,833,65162,1278.35,904.71,0.03
2831,KY,CRITTENDEN,MARION,CRITTENDEN HEALTH SYSTEM,"520 WEST GUM STREET
MARION, KY
(37.329616, -88.091945)",3,108,28,133,9188,1447.54,1015.41,0.0
2832,KY,GRAVES,MAYFIELD,JACKSON PURCHASE MEDICAL CENTER,"1099 MEDICAL CENTER CIRCLE
MAYFIELD, KY
(36.757411, -88.650981)",4,419,32,494,37182,1328.6,1021.83,0.02
2833,KY,MONROE,TOMPKINSVILLE,MONROE COUNTY MEDICAL CENTER,"529 CAPP HARLAN ROAD
TOMPKINSVILLE, KY
(36.698506, -85.67712)",4,241,30,152,10588,1435.59,1084.46,0.01
2834,KY,CASEY,LIBERTY,CASEY COUNTY HOSPITAL,"187 WOLFORD AVENUE
LIBERTY, KY
(37.317809, -84.931717)",5,190,46,214,15815,1353.15,1030.38,0.01
2835,KY,ESTILL,IRVINE,MARCUM & WALLACE MEMORIAL HOSPITAL,"60 MERCY COURT
IRVINE, KY
(37.705267, -83.977742)",4,128,17,188,14307,1314.04,1126.39,0.01
2836,KY,OHIO,HARTFORD,OHIO COUNTY HOSPITAL,"1211 OLD MAIN STREET
HARTFORD, KY
(37.447649, -86.896474)",4,187,30,311,24378,1275.74,1031.98,0.01
2837,KY,BREATHITT,JACKSON,KENTUCKY RIVER MEDICAL CENTER,"540 JETT DRIVE
JACKSON, KY
(37.565434, -83.370111)",3,295,23,200,13284,1505.57,1296.41,0.01
2838,KY,OLDHAM,LA GRANGE,BAPTIST HEALTH LA GRANGE,"1025 NEW MOODY LANE
LA GRANGE, KY
(38.396238, -85.375927)",4,347,23,405,65560,617.75,698.05,0.01
2839,KY,RUSSELL,RUSSELL SPRINGS,RUSSELL COUNTY HOSPITAL,"153 DOWELL ROAD
RUSSELL SPRINGS, KY
(37.057707, -85.066884)",4,105,30,274,17722,1546.1,1127.9,0.01
2840,KY,LIVINGSTON,SALEM,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC","131 HOSPITAL DRIVE
SALEM, KY
(37.263323, -88.228753)",5,131,23,137,9269,1478.05,1078.03,0.0
2841,KY,WAYNE,MONTICELLO,WAYNE COUNTY HOSPITAL,"166 HOSPITAL STREET
MONTICELLO, KY
(36.820046, -84.866821)",3,102,36,240,20453,1173.42,959.58,0.01
2842,KY,BRECKINRIDGE,HARDINSBURG,BRECKINRIDGE MEMORIAL HOSPITAL,"1011 OLD HIGHWAY 60
HARDINSBURG, KY
(37.766615, -86.441643)",4,115,22,225,19961,1127.2,906.02,0.01
2843,KY,CUMBERLAND,BURKESVILLE,CUMBERLAND COUNTY HOSPITAL,"299 GLASGOW ROAD
BURKESVILLE, KY
(36.796868, -85.37244)",4,148,34,109,6738,1617.69,1079.56,0.0
2844,KY,MARSHALL,BENTON,MARSHALL COUNTY HOSPITAL,"615 OLD SYMSONIA ROAD
BENTON, KY
(36.868182, -88.368072)",4,120,29,472,31365,1504.86,1029.08,0.02
2845,ME,ANDROSCOGGIN,LEWISTON,CENTRAL MAINE MEDICAL CENTER,"300 MAIN STREET
LEWISTON, ME
(44.100922, -70.21464)",3,696,28,1143,107319,1065.05,842.94,0.04
2846,ME,ANDROSCOGGIN,LEWISTON,ST MARYS REGIONAL MEDICAL CENTER,"93 CAMPUS AVENUE - PO BOX 291
LEWISTON, ME
(44.101414, -70.198216)",3,493,22,1143,107319,1065.05,842.94,0.04
2847,ME,YORK,YORK,YORK HOSPITAL,"15 HOSPITAL DRIVE
YORK, ME
(43.142799, -70.651094)",4,421,32,2012,202343,994.35,721.56,0.07
2848,ME,YORK,BIDDEFORD,SOUTHERN MAINE HEALTH CARE,"1 MEDICAL CENTER DRIVE
BIDDEFORD, ME
(43.478517, -70.492207)",2,1253,28,2012,202343,994.35,721.56,0.07
2849,ME,CUMBERLAND,PORTLAND,MAINE MEDICAL CENTER,"22 BRAMHALL ST
PORTLAND, ME
(43.652193, -70.275104)",4,474,31,2631,292041,900.9,679.84,0.1
2850,ME,CUMBERLAND,PORTLAND,MERCY HOSPITAL,"144 STATE STREET
PORTLAND, ME
(43.652088, -70.265209)",4,481,38,2631,292041,900.9,679.84,0.1
2851,ME,CUMBERLAND,BRUNSWICK,MID COAST HOSPITAL,"123 MEDICAL CENTER DRIVE
BRUNSWICK, ME
(43.905661, -69.892006)",3,414,29,2631,292041,900.9,679.84,0.1
2852,ME,CUMBERLAND,BRIDGTON,BRIDGTON HOSPITAL,"10 HOSPITAL DRIVE
BRIDGTON, ME
(44.047249, -70.712777)",4,167,26,2631,292041,900.9,679.84,0.1
2853,ME,KNOX,ROCKPORT,PENOBSCOT BAY MEDICAL CENTER,"6 GLEN COVE DRIVE
ROCKPORT, ME
(44.144434, -69.086537)",3,495,32,487,39744,1225.34,727.62,0.02
2854,ME,PISCATAQUIS,DOVER FOXCROFT,MAYO REGIONAL HOSPITAL,"897 WEST MAIN STREET
DOVER FOXCROFT, ME
(45.186556, -69.237798)",4,233,29,235,16843,1395.24,846.93,0.01
2855,ME,KENNEBEC,AUGUSTA,MAINEGENERAL MEDICAL CENTER,"35 MEDICAL CENTER PARKWAY
AUGUSTA, ME
(44.360853, -69.785718)",4,700,27,1263,120569,1047.53,780.53,0.05
2856,ME,KENNEBEC,WATERVILLE,INLAND HOSPITAL,"200 KENNEDY MEMORIAL DRIVE
WATERVILLE, ME
(44.54269, -69.661405)",5,241,26,1263,120569,1047.53,780.53,0.05
2857,ME,WASHINGTON,MACHIAS,DOWN EAST COMMUNITY HOSPITAL,"11 HOSPITAL DRIVE
MACHIAS, ME
(44.713411, -67.477203)",4,170,29,443,31450,1408.59,944.45,0.02
2858,ME,WASHINGTON,CALAIS,CALAIS REGIONAL HOSPITAL,"24 HOSPITAL LANE
CALAIS, ME
(45.180639, -67.270521)",4,105,21,443,31450,1408.59,944.45,0.02
2859,ME,HANCOCK,ELLSWORTH,MAINE COAST MEMORIAL HOSPITAL,"50 UNION STREET
ELLSWORTH, ME
(44.546574, -68.415526)",4,492,30,575,54419,1056.62,684.37,0.02
2860,ME,HANCOCK,BLUE HILL,BLUE HILL MEMORIAL HOSPITAL,"57 WATER STREET
BLUE HILL, ME
(44.41142, -68.586213)",5,140,37,575,54419,1056.62,684.37,0.02
2861,ME,HANCOCK,BAR HARBOR,MOUNT DESERT ISLAND HOSPITAL,"10 WAYMAN LANE, PO BOX 8
BAR HARBOR, ME
(44.384369, -68.202331)",4,165,23,575,54419,1056.62,684.37,0.02
2862,ME,OXFORD,RUMFORD,RUMFORD  HOSPITAL,"420 FRANKLIN STREET
RUMFORD, ME
(44.551721, -70.557171)",4,157,21,671,57217,1172.73,795.12,0.02
2863,ME,OXFORD,NORWAY,STEPHENS MEMORIAL HOSPITAL,"181 MAIN STREET
NORWAY, ME
(44.209539, -70.532978)",4,210,25,671,57217,1172.73,795.12,0.02
2864,ME,LINCOLN,DAMARISCOTTA,ST ANDREWS HOSPITAL,"35 MILES STREET
DAMARISCOTTA, ME
(44.026199, -69.527164)",4,405,34,436,34216,1274.26,738.62,0.02
2865,ME,FRANKLIN,FARMINGTON,FRANKLIN MEMORIAL HOSPITAL,"111 FRANKLIN HEALTH COMMONS
FARMINGTON, ME
(44.625115, -70.161244)",4,362,28,337,30001,1123.3,793.86,0.01
2866,MD,MONTGOMERY,TAKOMA PARK,ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,"7600 CARROLL AVENUE
TAKOMA PARK, MD
(38.98373, -77.000015)",2,905,24,6023,1043863,576.99,482.76,0.22
2867,MD,MONTGOMERY,SILVER SPRING,HOLY CROSS HOSPITAL,"1500 FOREST GLEN ROAD
SILVER SPRING, MD
(39.016055, -77.034198)",2,2214,17,6023,1043863,576.99,482.76,0.22
2868,MD,MONTGOMERY,OLNEY,MEDSTAR MONTGOMERY MEDICAL CENTER,"18101 PRINCE PHILIP DRIVE
OLNEY, MD
(39.153858, -77.056819)",2,512,24,6023,1043863,576.99,482.76,0.22
2869,MD,MONTGOMERY,BETHESDA,SUBURBAN HOSPITAL,"8600 OLD GEORGETOWN ROAD
BETHESDA, MD
(38.997251, -77.10922)",3,1873,32,6023,1043863,576.99,482.76,0.22
2870,MD,MONTGOMERY,GERMANTOWN,HOLY CROSS GERMANTOWN HOSPITAL,"19801 OBSERVATION DRIVE
GERMANTOWN, MD
(39.179034, -77.242442)",2,605,18,6023,1043863,576.99,482.76,0.22
2871,MD,MONTGOMERY,ROCKVILLE,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,"9901 MEDICAL CENTER DRIVE
ROCKVILLE, MD
(39.098046, -77.201027)",3,1336,21,6023,1043863,576.99,482.76,0.22
2872,MD,FREDERICK,FREDERICK,FREDERICK MEMORIAL HOSPITAL,"400 WEST SEVENTH ST
FREDERICK, MD
(39.423745, -77.41407)",3,1853,29,1954,247591,789.2,735.57,0.07
2873,MD,GARRETT,OAKLAND,GARRETT COUNTY MEMORIAL HOSPITAL,"251 NORTH FOURTH STREET
OAKLAND, MD
(39.413325, -79.40273)",3,449,35,331,29425,1124.89,763.47,0.01
2874,MD,BALTIMORE,BALTIMORE,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,"9000 FRANKLIN SQUARE DRIVE
BALTIMORE, MD
(39.350335, -76.481012)",2,526,26,8442,831026,1015.85,776.5,0.31
2875,MD,BALTIMORE,RANDALLSTOWN,NORTHWEST HOSPITAL CENTER,"5401 OLD COURT ROAD
RANDALLSTOWN, MD
(39.359208, -76.782944)",3,526,18,8442,831026,1015.85,776.5,0.31
2876,MD,BALTIMORE,BALTIMORE,GREATER BALTIMORE MEDICAL CENTER,"6701 NORTH CHARLES STREET
BALTIMORE, MD
(39.393497, -76.628092)",3,418,23,8442,831026,1015.85,776.5,0.31
2877,MD,BALTIMORE,TOWSON,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,"7601 OSLER DRIVE
TOWSON, MD
(39.388123, -76.613278)",4,949,33,8442,831026,1015.85,776.5,0.31
2878,ME,SOMERSET,SKOWHEGAN,REDINGTON FAIRVIEW GENERAL HOSPITAL,"46 FAIRVIEW AVE PO BOX 468
SKOWHEGAN, ME
(44.758336, -69.713495)",5,287,28,665,50915,1306.1,944.88,0.02
2879,ME,SOMERSET,PITTSFIELD,SEBASTICOOK VALLEY HEALTH,"447 NORTH MAIN STREET
PITTSFIELD, ME
(44.790826, -69.371269)",4,129,27,665,50915,1306.1,944.88,0.02
2880,MD,WASHINGTON,HAGERSTOWN,MERITUS MEDICAL CENTER,"11116 MEDICAL CAMPUS ROAD
HAGERSTOWN, MD
(39.623764, -77.683344)",3,733,26,1528,150292,1016.69,798.84,0.06
2881,MD,HARFORD,HAVRE DE GRACE,UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,"501 SOUTH UNION AVENUE
HAVRE DE GRACE, MD
(39.54348, -76.091528)",2,389,20,2186,251032,870.81,757.94,0.08
2882,MD,HARFORD,BEL AIR,UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER,"500 UPPER CHESAPEAKE DRIVE
BEL AIR, MD
(39.519469, -76.348354)",3,632,27,2186,251032,870.81,757.94,0.08
2883,MD,ANNE ARUNDEL,ANNAPOLIS,ANNE ARUNDEL MEDICAL CENTER,"2001 MEDICAL PARKWAY
ANNAPOLIS, MD
(38.991115, -76.536058)",4,1084,26,4373,568346,769.43,723.09,0.16
2884,MD,ANNE ARUNDEL,GLEN BURNIE,UNIVERSITY OF MD BALTO WASHINGTON  MEDICAL CENTER,"301 HOSPITAL DRIVE
GLEN BURNIE, MD
(39.138784, -76.622247)",3,679,23,4373,568346,769.43,723.09,0.16
2885,MD,CARROLL,WESTMINSTER,CARROLL HOSPITAL CENTER,"200 MEMORIAL AVENUE
WESTMINSTER, MD
(39.556135, -76.991655)",3,502,29,1601,167656,954.93,774.82,0.06
2886,MD,KENT,CHESTERTOWN,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,"100 BROWN STREET
CHESTERTOWN, MD
(39.216845, -76.064492)",2,241,22,258,19730,1307.65,746.29,0.01
2887,MD,TALBOT,EASTON,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,"219 SOUTH WASHINGTON STREET
EASTON, MD
(38.769655, -76.075825)",3,916,24,397,37278,1064.97,557.81,0.01
2888,MD,CALVERT,PRINCE FREDERICK,CALVERTHEALTH MEDICAL CENTER,"100 HOSPITAL ROAD
PRINCE FREDERICK, MD
(38.558601, -76.597788)",3,476,20,721,91251,790.13,741.94,0.03
2889,MD,CHARLES,LA PLATA,UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,"5 GARRETT AVENUE
LA PLATA, MD
(38.529266, -76.970818)",2,576,17,1080,157705,684.82,737.22,0.04
2890,MD,CECIL,ELKTON,UNION HOSPITAL OF CECIL COUNTY,"106 BOW STREET
ELKTON, MD
(39.60801, -75.831028)",3,502,23,939,102603,915.18,851.93,0.03
2891,MD,WICOMICO,SALISBURY,PENINSULA REGIONAL MEDICAL CENTER,"100 EAST CARROLL AVENUE
SALISBURY, MD
(38.363068, -75.599489)",3,769,27,1014,102577,988.53,882.25,0.04
2892,MD,ALLEGANY,CUMBERLAND,WESTERN MARYLAND REGIONAL MEDICAL CENTER,"12500 WILLOWBROOK ROAD
CUMBERLAND, MD
(39.650091, -78.732777)",4,2081,32,938,72130,1300.43,923.35,0.03
2893,MD,WORCESTER,BERLIN,ATLANTIC GENERAL HOSPITAL,"9733 HEALTHWAY DRIVE
BERLIN, MD
(38.338604, -75.210472)",3,617,34,649,51444,1261.57,763.63,0.02
2894,MA,WORCESTER,LEOMINSTER,HEALTH ALLIANCE - CLINTON HOSPITAL,"60 HOSPITAL ROAD
LEOMINSTER, MA
(42.541193, -71.763033)",3,809,24,7086,819589,864.58,725.67,0.26
2895,MA,WORCESTER,SOUTHBRIDGE,HARRINGTON MEMORIAL HOSPITAL-1,"100 SOUTH STREET
SOUTHBRIDGE, MA
(42.077182, -72.042065)",3,630,25,7086,819589,864.58,725.67,0.26
2896,MA,WORCESTER,CLINTON,CLINTON HOSPITAL ASSOCIATION,"201 HIGHLAND STREET
CLINTON, MA
(42.427062, -71.693349)",5,107,26,7086,819589,864.58,725.67,0.26
2897,MA,WORCESTER,WORCESTER,ST VINCENT HOSPITAL,"123 SUMMER STREET
WORCESTER, MA
(42.266086, -71.795505)",3,1143,29,7086,819589,864.58,725.67,0.26
2898,MA,WORCESTER,MILFORD,MILFORD REGIONAL MEDICAL CENTER,"14 PROSPECT STREET
MILFORD, MA
(42.132835, -71.529014)",3,714,27,7086,819589,864.58,725.67,0.26
2899,MA,WORCESTER,WORCESTER,UMASS MEMORIAL MEDICAL CENTER INC,"55 LAKE AVENUE NORTH
WORCESTER, MA
(42.27851, -71.759079)",3,852,24,7086,819589,864.58,725.67,0.26
